Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1964","1964","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1965","1965","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1966","1966","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1967","1967","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1968","1968","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1969","1969","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1970","1970","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1971","1971","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1972","1972","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1973","1973","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1974","1974","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1975","1975","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1976","1976","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1977","1977","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1978","1978","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1979","1979","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1980","1980","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1981","1981","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1982","1982","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1983","1983","An","79","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1984","1984","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1985","1985","An","94","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1986","1986","An","61","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1987","1987","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1988","1988","An","20","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1989","1989","An","3","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1990","1990","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1991","1991","An","15","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1992","1992","An","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1993","1993","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1994","1994","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1995","1995","An","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1996","1996","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1997","1997","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1998","1998","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","1999","1999","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2000","2000","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2001","2001","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2002","2002","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2003","2003","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2004","2004","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2005","2005","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2006","2006","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2007","2007","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2008","2008","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2009","2009","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2010","2010","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2011","2011","An","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2012","2012","An","21","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2013","2013","An","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2018","2018","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2019","2019","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2020","2020","An","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2021","2021","An","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5908","Export Quantity","02133","Mules and hinnies","2022","2022","An","21","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1961","1961","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1962","1962","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1963","1963","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1964","1964","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1965","1965","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1966","1966","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1967","1967","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1968","1968","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1969","1969","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1970","1970","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1971","1971","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1972","1972","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1973","1973","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1974","1974","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1975","1975","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1976","1976","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1977","1977","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1978","1978","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1979","1979","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1980","1980","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1981","1981","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1982","1982","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1983","1983","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1984","1984","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1985","1985","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1986","1986","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1987","1987","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1988","1988","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1989","1989","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1990","1990","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1991","1991","t","2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1992","1992","t","5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1993","1993","t","6","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1994","1994","t","3","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1995","1995","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1996","1996","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1997","1997","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1998","1998","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","1999","1999","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2000","2000","t","9.08","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2001","2001","t","2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2002","2002","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2003","2003","t","2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2004","2004","t","2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2005","2005","t","2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2006","2006","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2007","2007","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2008","2008","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2009","2009","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2010","2010","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2011","2011","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2012","2012","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2013","2013","t","18","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2014","2014","t","0.5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2015","2015","t","0.29","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2016","2016","t","1.05","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2017","2017","t","1.02","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2018","2018","t","5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2019","2019","t","19.97","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2020","2020","t","24.13","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2021","2021","t","43.85","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01270","Mushrooms and truffles","2022","2022","t","23.6","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","24212.01","Must of grape","2014","2014","t","245.89","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","24212.01","Must of grape","2015","2015","t","248.01","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","24212.01","Must of grape","2016","2016","t","317.78","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","24212.01","Must of grape","2017","2017","t","173.56","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","24212.01","Must of grape","2018","2018","t","151.51","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","24212.01","Must of grape","2019","2019","t","148.31","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","24212.01","Must of grape","2020","2020","t","28.1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","24212.01","Must of grape","2021","2021","t","73.64","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","24212.01","Must of grape","2022","2022","t","143.48","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2003","2003","t","13","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2004","2004","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2005","2005","t","5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2006","2006","t","2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2007","2007","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2008","2008","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2009","2009","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2010","2010","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2011","2011","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2012","2012","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2013","2013","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2014","2014","t","0.05","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2017","2017","t","0.57","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2018","2018","t","0.46","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2019","2019","t","1.15","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2020","2020","t","0.51","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2021","2021","t","0.58","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01442","Mustard seed","2022","2022","t","0.54","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1961","1961","t","8","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1962","1962","t","4","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1963","1963","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1964","1964","t","16","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1965","1965","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1966","1966","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1967","1967","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1968","1968","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1969","1969","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1970","1970","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1971","1971","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1972","1972","t","326","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1973","1973","t","2234","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1974","1974","t","853","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1975","1975","t","3206","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1976","1976","t","908","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1977","1977","t","1428","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1978","1978","t","3712","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1979","1979","t","1806","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1980","1980","t","1130","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1981","1981","t","751","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1982","1982","t","226","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1983","1983","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1984","1984","t","35","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1985","1985","t","853","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1986","1986","t","1960","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1987","1987","t","406","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1988","1988","t","231","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1989","1989","t","354","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1990","1990","t","55","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1991","1991","t","78","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1992","1992","t","611","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1993","1993","t","204","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1994","1994","t","511","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1995","1995","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1996","1996","t","6","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1997","1997","t","51","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1998","1998","t","17","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","1999","1999","t","19","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2000","2000","t","268.9","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2001","2001","t","2489","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2002","2002","t","12640","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2003","2003","t","19273","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2004","2004","t","21029","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2005","2005","t","14442","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2006","2006","t","14600","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2007","2007","t","12907","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2008","2008","t","18271","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2009","2009","t","25987","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2010","2010","t","18629","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2011","2011","t","22399","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2012","2012","t","16707","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2013","2013","t","16181","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2014","2014","t","25317.26","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2015","2015","t","22205.92","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2016","2016","t","24203.41","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2017","2017","t","27052.94","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2018","2018","t","28524.24","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2019","2019","t","30038.91","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2020","2020","t","45728.33","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2021","2021","t","47189.92","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","02910","Natural honey","2022","2022","t","36885.91","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1961","1961","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1962","1962","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1963","1963","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1964","1964","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1965","1965","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1966","1966","t","100","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1967","1967","t","300","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1968","1968","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1969","1969","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1970","1970","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1971","1971","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1972","1972","t","33","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1973","1973","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01950.02","Natural rubber in other forms","1974","1974","t","0","A","Official figure",""
