Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1968","1968","t","18","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1969","1969","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1970","1970","t","1000","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1971","1971","t","393","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1972","1972","t","19","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1973","1973","t","2730","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1974","1974","t","703","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1975","1975","t","8843","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1976","1976","t","12963","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1977","1977","t","21683","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1978","1978","t","13992","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1979","1979","t","36242","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1980","1980","t","50415","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1981","1981","t","94583","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1982","1982","t","84359","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1983","1983","t","77601","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1984","1984","t","97604","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1985","1985","t","116999","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1986","1986","t","92531","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1987","1987","t","82513","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1988","1988","t","97594","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1989","1989","t","75320","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1990","1990","t","86218","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1991","1991","t","62100","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1992","1992","t","64815","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1993","1993","t","22604","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1994","1994","t","33203","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1995","1995","t","36952","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1996","1996","t","15147","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1997","1997","t","8","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1998","1998","t","11071","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","1999","1999","t","26234","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2000","2000","t","28833.15","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2001","2001","t","50270","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2002","2002","t","57827","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2003","2003","t","36199","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2004","2004","t","44410","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2005","2005","t","62644","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2006","2006","t","26081","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2007","2007","t","17607","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2008","2008","t","20488","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2009","2009","t","6683","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2010","2010","t","56","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2011","2011","t","3521","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2012","2012","t","1000","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2013","2013","t","1","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2014","2014","t","2710.63","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2015","2015","t","7734.78","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2016","2016","t","14250.21","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2017","2017","t","3968.65","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2018","2018","t","511.98","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2019","2019","t","3040.62","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2020","2020","t","4705.79","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2021","2021","t","7026.16","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","2168","Cottonseed oil","2022","2022","t","5048.5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01706","Cow peas, dry","2014","2014","t","435.62","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01706","Cow peas, dry","2015","2015","t","2667.92","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01706","Cow peas, dry","2016","2016","t","118.75","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01706","Cow peas, dry","2017","2017","t","6224.44","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01706","Cow peas, dry","2018","2018","t","35456.49","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01706","Cow peas, dry","2019","2019","t","43038.18","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01706","Cow peas, dry","2020","2020","t","34079.82","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01706","Cow peas, dry","2021","2021","t","70173.22","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01706","Cow peas, dry","2022","2022","t","46362.27","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1961","1961","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1962","1962","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1963","1963","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1964","1964","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1965","1965","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1966","1966","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1967","1967","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1968","1968","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1969","1969","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1970","1970","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1971","1971","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1972","1972","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1973","1973","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1974","1974","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1975","1975","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1976","1976","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1977","1977","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1978","1978","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1979","1979","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1980","1980","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1981","1981","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1982","1982","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1983","1983","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1984","1984","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1985","1985","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1986","1986","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1987","1987","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1988","1988","t","2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1989","1989","t","2","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1990","1990","t","4","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1991","1991","t","126","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1993","1993","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1994","1994","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1995","1995","t","6","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1996","1996","t","15","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1997","1997","t","14","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1998","1998","t","9","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","1999","1999","t","92","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2000","2000","t","359.58","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2001","2001","t","1710","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2002","2002","t","4321","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2003","2003","t","1563","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2004","2004","t","2972","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2005","2005","t","1532","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2006","2006","t","4950","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2007","2007","t","6118","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2008","2008","t","5827","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2009","2009","t","5513","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2010","2010","t","8767","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2011","2011","t","5572","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2012","2012","t","7344","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2013","2013","t","6642","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2014","2014","t","6876.92","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2015","2015","t","6389.68","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2016","2016","t","6584.11","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2017","2017","t","7128.76","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2018","2018","t","5968.23","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2019","2019","t","6340.91","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2020","2020","t","7665.01","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2021","2021","t","6506.9","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22120","Cream, fresh","2022","2022","t","5976.91","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1293","Crude organic material n.e.c.","2008","2008","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1293","Crude organic material n.e.c.","2009","2009","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1293","Crude organic material n.e.c.","2010","2010","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1293","Crude organic material n.e.c.","2011","2011","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1293","Crude organic material n.e.c.","2012","2012","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1293","Crude organic material n.e.c.","2013","2013","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1961","1961","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1962","1962","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1963","1963","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1964","1964","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1965","1965","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1966","1966","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1967","1967","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1968","1968","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1969","1969","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1970","1970","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1971","1971","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1972","1972","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1973","1973","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1974","1974","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1975","1975","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1976","1976","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1977","1977","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1978","1978","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1979","1979","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1980","1980","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1981","1981","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1982","1982","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1983","1983","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1984","1984","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1985","1985","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1986","1986","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1987","1987","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1988","1988","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1989","1989","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1990","1990","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1991","1991","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1992","1992","t","141","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1993","1993","t","248","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1994","1994","t","10","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1995","1995","t","51","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1996","1996","t","368","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1997","1997","t","5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1998","1998","t","31","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","1999","1999","t","630","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2000","2000","t","341.24","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2001","2001","t","247","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2002","2002","t","51","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2003","2003","t","65","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2004","2004","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2005","2005","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2006","2006","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2007","2007","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2008","2008","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2009","2009","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2010","2010","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2011","2011","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2012","2012","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2013","2013","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2014","2014","t","1.63","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2015","2015","t","0.72","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2016","2016","t","0.45","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2017","2017","t","0.8","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2018","2018","t","34.68","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2019","2019","t","150.93","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2020","2020","t","229.1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2021","2021","t","193.25","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01232","Cucumbers and gherkins","2022","2022","t","185.02","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2004","2004","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2005","2005","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2006","2006","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2007","2007","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2008","2008","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2009","2009","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2010","2010","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2011","2011","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2012","2012","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2013","2013","t","0","E","Estimated value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01351.01","Currants","2022","2022","t","0.08","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","1999","1999","t","146","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2000","2000","t","13.37","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2001","2001","t","8","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2002","2002","t","12","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2003","2003","t","27","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2004","2004","t","6","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2005","2005","t","15","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2006","2006","t","20","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2007","2007","t","7","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2008","2008","t","3","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2009","2009","t","0","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2010","2010","t","4","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2011","2011","t","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","22290","Dairy products n.e.c.","2012","2012","t","485","X","Figure from international organizations","Estimated data using trading partners database"
