,Area,Year,Cropland (ha/cap),Crop Prod Total (tonnes),Fertilizer N20 Emissions (kt),Efficiency (kt/cropland),Em_label,Eff_label,CL_label
514,Paraguay,1979,0.5371,6749970.0,0.0227,12567.436231614225,Low,Mid,High
515,Paraguay,1980,0.5622,7004002.72,0.0281,12458.204766986835,Low,Mid,High
516,Paraguay,1981,0.587,8054251.7700000005,0.0472,13721.042197614994,Low,Mid,High
517,Paraguay,1982,0.5815,8835799.77,0.0416,15194.84053310404,Low,Mid,High
518,Paraguay,1983,0.5776,9034884.98,0.0354,15642.113885041552,Low,Mid,High
519,Paraguay,1984,0.5733,9750857.11,0.0271,17008.29776731205,Low,Mid,High
520,Paraguay,1985,0.5671,10576135.39,0.072,18649.506947628284,Low,Mid,High
521,Paraguay,1986,0.5662,9912223.76,0.0791,17506.576757329563,Low,Mid,High
522,Paraguay,1987,0.5594,10801228.6,0.0396,19308.59599570969,Low,Mid,High
523,Paraguay,1988,0.553,12193871.77,0.0457,22050.401030741406,Low,Mid,High
524,Paraguay,1989,0.5484,12922085.34,0.0725,23563.248249452954,Low,Mid,High
525,Paraguay,1990,0.5443,12185905.42,0.0761,22388.214991732497,Low,Mid,High
526,Paraguay,1991,0.5362,10757763.87,0.0903,20062.96879895561,Low,Mid,High
527,Paraguay,1992,0.5615,10628744.95,0.1001,18929.19848619768,Low,Mid,High
528,Paraguay,1993,0.5479,11521397.459999999,0.2061,21028.285198028832,Mid,Mid,High
529,Paraguay,1994,0.5681,11375123.2,0.2061,20023.10015842281,Mid,Mid,High
530,Paraguay,1995,0.5858,12537228.959999999,0.2082,21401.893069306927,Mid,Mid,High
531,Paraguay,1996,0.5723,12408561.58,0.2915,21681.91784029355,Mid,Mid,High
532,Paraguay,1997,0.5597,13178965.0,0.3123,23546.480257280688,Mid,Mid,High
533,Paraguay,1998,0.598,13597318.1,0.4262,22737.990133779265,Mid,Mid,High
534,Paraguay,1999,0.6071,13352276.69,0.3862,21993.53762147916,Mid,Mid,High
535,Paraguay,2000,0.607,12120525.29,0.381,19967.916457990115,Mid,Mid,High
536,Paraguay,2001,0.6159,14568719.35,0.4602,23654.358418574444,Mid,Mid,High
537,Paraguay,2002,0.6267,15546158.73,0.7274,24806.380612733366,Mid,Mid,High
538,Paraguay,2003,0.6334,17523766.79,0.8675,27666.193227028733,Mid,Mid,High
539,Paraguay,2004,0.6383,18637988.76,1.0561,29199.41839260536,Mid,Mid,High
540,Paraguay,2005,0.644,17269936.43,0.8724,26816.671475155275,Mid,Mid,High
541,Paraguay,2006,0.6506,18008221.73,0.9972,27679.406286504767,Mid,Mid,High
542,Paraguay,2007,0.6535,21579302.51,1.5999,33021.12090283092,Mid,Mid,High
543,Paraguay,2008,0.6797,20536460.080000002,1.2241,30214.00629689569,Mid,Mid,High
544,Paraguay,2009,0.6615,17955949.69,1.2265,27144.292804232806,Mid,Mid,High
545,Paraguay,2010,0.6664,24062195.92,1.6994,36107.73697478992,Mid,Mid,High
546,Paraguay,2011,0.6692,25239182.310000002,2.0943,37715.4547369994,Mid,Mid,High
547,Paraguay,2012,0.6722,18768512.2,2.0317,27921.02380243975,Mid,Mid,High
548,Paraguay,2013,0.6746,27776906.12,2.4033,41175.37225022235,Mid,Mid,High
549,Paraguay,2014,0.6765,28526630.86,2.8009,42167.96875092387,Mid,Mid,High
550,Paraguay,2015,0.6762,30094086.85,2.5415,44504.712880804494,Mid,Mid,High
551,Paraguay,2016,0.6758,30580756.39,2.5035,45251.19323764428,Mid,Mid,High
552,Paraguay,2017,0.6754,31868827.49,2.786,47185.11621261475,Mid,Mid,High
553,Paraguay,2018,0.6755,31861757.47,2.7714,47167.66464840859,Mid,Mid,High
554,Paraguay,2019,0.6759,30173133.919999998,2.5563,44641.41725107264,Mid,Mid,High
555,Paraguay,2020,0.6756,34727115.69,2.946,51401.88823268206,Mid,Mid,High
556,Paraguay,2021,0.6756,31828970.15,3.2675,47112.1523830669,Mid,Mid,High
558,Peru,1961,0.1867,15465616.14,1.1307,82836.72276379218,Mid,Mid,Mid
559,Peru,1962,0.1945,15653127.53,1.4783,80478.804781491,Mid,Mid,Mid
560,Peru,1963,0.2339,16017793.18,1.4575,68481.3731509192,Mid,Mid,Mid
561,Peru,1964,0.2288,16456019.69,1.2587,71923.16298076924,Mid,Mid,Mid
562,Peru,1965,0.2292,16653327.27,1.3358,72658.49594240838,Mid,Mid,Mid
563,Peru,1966,0.2164,18275242.17,0.837,84451.21150646951,Mid,Mid,Mid
564,Peru,1967,0.211,17870042.0,1.2764,84692.1421800948,Mid,Mid,Mid
565,Peru,1968,0.2087,16519206.26,1.2163,79152.88097747964,Mid,Mid,Mid
566,Peru,1969,0.2058,16511558.23,1.4148,80231.08955296403,Mid,Mid,Mid
567,Peru,1970,0.2074,18474220.28,1.3805,89075.31475409836,Mid,Mid,Mid
568,Peru,1971,0.2028,19468326.94,1.4921,95997.66735700198,Mid,Mid,Mid
569,Peru,1972,0.2404,19112556.21,2.0871,79503.14563227954,Mid,Mid,Mid
570,Peru,1973,0.2391,19321316.08,1.676,80808.51560016727,Mid,Mid,Mid
571,Peru,1974,0.2379,20055161.38,2.3703,84300.80445565363,Mid,Mid,Mid
572,Peru,1975,0.2367,19719743.62,1.7396,83311.12640473174,Mid,Mid,Mid
573,Peru,1976,0.2356,19564367.12,2.0881,83040.60747028864,Mid,Mid,Mid
574,Peru,1977,0.2343,19645547.529999997,2.2303,83847.83410157915,Mid,Mid,Mid
575,Peru,1978,0.2329,18353843.15,2.1624,78805.68119364533,Mid,Mid,Mid
576,Peru,1979,0.2314,17539969.56,1.8413,75799.34987035436,Mid,Mid,Mid
577,Peru,1980,0.2299,15458112.0,1.7658,67238.41670291431,Mid,Mid,Mid
578,Peru,1981,0.2283,16041272.84,2.0944,70264.00718353044,Mid,Mid,Mid
579,Peru,1982,0.2268,17772862.75,1.4983,78363.59237213404,Mid,Mid,Mid
580,Peru,1983,0.2253,16289005.86,1.1009,72299.182689747,Mid,Mid,Mid
581,Peru,1984,0.2237,18241073.26,1.1492,81542.57156906571,Mid,Mid,Mid
582,Peru,1985,0.2222,18779992.53,0.9957,84518.41822682267,Mid,Mid,Mid
583,Peru,1986,0.2207,18281622.48,2.6627,82834.71898504758,Mid,Mid,Mid
584,Peru,1987,0.2193,18900966.54,3.322,86187.71792065662,Mid,Mid,Mid
585,Peru,1988,0.2179,19285102.61,3.2982,88504.37177604405,Mid,Mid,Mid
586,Peru,1989,0.2164,19278891.35,2.3561,89089.14671903882,Mid,Mid,Mid
587,Peru,1990,0.215,17008479.26,1.7532,79109.20586046512,Mid,Mid,Mid
588,Peru,1991,0.2137,17207318.6,1.221,80520.91062236781,Mid,Mid,Mid
589,Peru,1992,0.2126,15130541.620000001,1.3519,71169.05747883349,Mid,Mid,Mid
590,Peru,1993,0.2115,16012310.69,2.0488,75708.32477541371,Mid,Mid,Mid
591,Peru,1994,0.2104,18778867.09,2.3008,89253.17057984791,Mid,Mid,Mid
592,Peru,1995,0.2069,20859934.58,2.6901,100821.33678105363,Mid,Mid,Mid
593,Peru,1996,0.2035,21702540.3,2.7713,106646.3896805897,Mid,Mid,Mid
594,Peru,1997,0.2003,23135749.169999998,3.117,115505.48761857214,Mid,Mid,Mid
595,Peru,1998,0.1973,22068535.52,3.5438,111852.68890015206,Mid,Mid,Mid
596,Peru,1999,0.1944,24297596.57,3.4995,124987.63667695475,Mid,Mid,Mid
597,Peru,2000,0.1919,25993398.97,3.9585,135452.83465346534,Mid,Mid,Mid
598,Peru,2001,0.1898,25993440.29,4.1407,136951.74020021074,Mid,Mid,Mid
599,Peru,2002,0.188,28269708.4,4.3846,150370.78936170213,Mid,Mid,Mid
600,Peru,2003,0.1865,29153834.14,4.2495,156320.82648793564,Mid,Mid,Mid
601,Peru,2004,0.1851,26918498.29,4.3858,145426.78708806052,Mid,Mid,Mid
602,Peru,2005,0.1838,27529647.84,3.7541,149780.45614798696,Mid,Mid,Mid
603,Peru,2006,0.1827,29263345.81,4.2276,160171.56984126984,Mid,Mid,Mid
604,Peru,2007,0.1818,30878515.81,5.1368,169848.8218371837,High,Mid,Mid
605,Peru,2008,0.1809,34111182.21,4.2281,188563.74908789384,Mid,Mid,Mid
606,Peru,2009,0.18,35294715.1,5.4528,196081.75055555557,High,Mid,Mid
607,Peru,2010,0.179,36091936.87,4.652,201630.93223463686,Mid,Mid,Low
608,Peru,2011,0.1779,36688672.48,5.2312,206231.99820123662,High,High,Low
609,Peru,2012,0.1767,39179120.51,5.5457,221726.7714204867,High,High,Low
610,Peru,2013,0.1781,40618101.730000004,5.268,228063.45721504773,High,High,Low
611,Peru,2014,0.1793,41465001.519999996,5.2015,231260.46581148912,High,High,Low
612,Peru,2015,0.192,40844468.24,5.8743,212731.60541666666,High,High,Mid
613,Peru,2016,0.1813,41495185.339999996,6.0241,228875.81544401543,High,High,Mid
614,Peru,2017,0.1809,40667105.17,6.8725,224804.34035378663,High,High,Mid
615,Peru,2018,0.1832,43776383.26,5.123,238954.05709606985,High,High,Mid
616,Peru,2019,0.173,44913647.75,6.8694,259616.46098265896,High,High,Low
617,Peru,2020,0.1861,44764160.61,6.4932,240538.20854379368,High,High,Mid
618,Peru,2021,0.1992,45621268.56,6.8957,229022.4325301205,High,High,Mid
620,Suriname,1961,0.1259,270626.67,0.014,2149.5366957903093,Low,Low,Low
621,Suriname,1962,0.1249,311420.26,0.0157,2493.35676541233,Low,Low,Low
622,Suriname,1963,0.1169,346236.41000000003,0.0199,2961.817023096664,Low,Low,Low
623,Suriname,1964,0.1257,318653.86,0.0216,2535.0346857597456,Low,Low,Low
624,Suriname,1965,0.1184,444410.32999999996,0.0241,3753.4656249999994,Low,Low,Low
625,Suriname,1966,0.1114,466686.31,0.025,4189.284649910233,Low,Low,Low
626,Suriname,1967,0.1048,490216.54000000004,0.0312,4677.6387404580155,Low,Low,Low
627,Suriname,1968,0.1013,484275.11,0.0312,4780.603257650543,Low,Low,Low
628,Suriname,1969,0.1034,469554.22,0.0312,4541.14332688588,Low,Low,Low
629,Suriname,1970,0.1,491821.52,0.041,4918.2152,Low,Low,Low
630,Suriname,1971,0.1046,455341.81999999995,0.0677,4353.172275334608,Low,Low,Low
631,Suriname,1972,0.1031,453406.6,0.0729,4397.736178467507,Low,Low,Low
632,Suriname,1973,0.1085,440419.12,0.0757,4059.1623963133643,Low,Low,Low
633,Suriname,1974,0.109,421768.1,0.0843,3869.432110091743,Low,Low,Low
634,Suriname,1975,0.1097,453584.45999999996,0.0521,4134.771741112124,Low,Low,Low
635,Suriname,1976,0.1105,442761.9,0.0708,4006.8950226244347,Low,Low,Low
636,Suriname,1977,0.114,456124.42,0.077,4001.0914035087717,Low,Low,Low
637,Suriname,1978,0.1152,470419.14,0.0729,4083.499479166667,Low,Low,Low
638,Suriname,1979,0.1192,539897.4099999999,0.0396,4529.340687919463,Low,Low,Low
639,Suriname,1980,0.1306,545398.16,0.025,4176.09617151608,Low,Low,Low
640,Suriname,1981,0.1383,585304.55,0.1124,4232.1370209689085,Low,Low,Low
641,Suriname,1982,0.1458,583650.47,0.1478,4003.08964334705,Low,Low,Low
642,Suriname,1983,0.1502,552814.25,0.148,3680.5209720372836,Low,Low,Low
643,Suriname,1984,0.1542,602579.84,0.2189,3907.7810635538262,Mid,Low,Low
644,Suriname,1985,0.1601,600980.4500000001,0.1566,3753.781698938164,Low,Low,Low
645,Suriname,1986,0.1631,575897.81,0.1631,3530.949172286941,Low,Low,Low
646,Suriname,1987,0.1713,489910.25,0.1549,2859.954757734968,Low,Low,Low
647,Suriname,1988,0.1691,482807.31999999995,0.034,2855.1586043761085,Low,Low,Low
648,Suriname,1989,0.1665,500182.97,0.028,3004.1019219219215,Low,Low,Low
649,Suriname,1990,0.1647,441564.22000000003,0.0125,2681.021372191864,Low,Low,Low
650,Suriname,1991,0.1635,495499.67000000004,0.0125,3030.579021406728,Low,Low,Low
651,Suriname,1992,0.1621,527550.09,0.0541,3254.4731030228254,Low,Low,Low
652,Suriname,1993,0.161,484546.32,0.0625,3009.6044720496893,Low,Low,Low
653,Suriname,1994,0.1594,503835.72,0.0833,3160.82634880803,Low,Low,Low
654,Suriname,1995,0.1565,532801.33,0.0833,3404.4813418530352,Low,Low,Low
655,Suriname,1996,0.1532,487615.52,0.1458,3182.868929503916,Low,Low,Low
656,Suriname,1997,0.1479,515373.06,0.1416,3484.6048681541583,Low,Low,Low
657,Suriname,1998,0.1451,415550.04000000004,0.1186,2863.887250172295,Low,Low,Low
658,Suriname,1999,0.1424,443652.25,0.0999,3115.535463483146,Low,Low,Low
659,Suriname,2000,0.1399,452882.07,0.1104,3237.1842030021444,Low,Low,Low
660,Suriname,2001,0.1334,483958.81,0.1062,3627.877136431784,Low,Low,Low
661,Suriname,2002,0.1049,418352.81,0.0815,3988.110676835081,Low,Low,Low
662,Suriname,2003,0.1211,393242.95999999996,0.1165,3247.2581337737406,Low,Low,Low
663,Suriname,2004,0.1156,406260.95999999996,0.1307,3514.368166089965,Low,Low,Low
664,Suriname,2005,0.1065,416882.20999999996,0.0876,3914.3869483568074,Low,Low,Low
665,Suriname,2006,0.1054,497760.47,0.1567,4722.585104364327,Low,Low,Low
666,Suriname,2007,0.0985,513506.73,0.1076,5213.266294416243,Low,Low,Low
667,Suriname,2008,0.0974,525719.78,0.3009,5397.533675564682,Mid,Low,Low
668,Suriname,2009,0.1167,584403.39,0.1575,5007.741131105399,Low,Low,Low
669,Suriname,2010,0.1117,597561.24,0.205,5349.697761862131,Mid,Low,Low
670,Suriname,2011,0.1141,600866.38,0.1924,5266.138299737074,Low,Low,Low
671,Suriname,2012,0.1021,599849.92,0.1263,5875.121645445642,Low,Low,Low
672,Suriname,2013,0.117,658740.96,0.1347,5630.264615384614,Low,Low,Low
673,Suriname,2014,0.1246,623241.1000000001,0.1976,5001.934991974318,Mid,Low,Low
674,Suriname,2015,0.1234,598365.4600000001,0.15,4848.990761750406,Low,Low,Low
675,Suriname,2016,0.1221,608827.8500000001,0.2531,4986.305077805079,Mid,Low,Low
676,Suriname,2017,0.1157,610639.44,0.2585,5277.782541054451,Mid,Low,Low
677,Suriname,2018,0.1145,573299.37,0.1461,5006.981397379912,Low,Low,Low
678,Suriname,2019,0.1116,529141.89,0.1347,4741.414784946236,Low,Low,Low
679,Suriname,2020,0.1071,477896.08999999997,0.2812,4462.148366013072,Mid,Low,Low
680,Suriname,2021,0.1011,487669.12999999995,0.1776,4823.631355093966,Low,Low,Low
682,Uruguay,1961,0.9789,3529060.73,0.0937,3605.128950863214,Low,Low,High
683,Uruguay,1962,0.9447,3694616.16,0.1395,3910.888281994284,Low,Low,High
684,Uruguay,1963,0.9116,3794421.85,0.152,4162.375877577885,Low,Low,High
685,Uruguay,1964,0.88,3961109.09,0.2515,4501.260329545455,Mid,Low,High
686,Uruguay,1965,0.8491,3929378.51,0.173,4627.69816276057,Low,Low,High
687,Uruguay,1966,0.8193,3961322.08,0.1536,4835.008031246185,Low,Low,High
688,Uruguay,1967,0.7852,3218676.99,0.1468,4099.181087620988,Low,Low,High
689,Uruguay,1968,0.7522,3395359.57,0.2807,4513.905304440308,Mid,Low,High
690,Uruguay,1969,0.7203,4071540.87,0.2519,5652.562640566431,Mid,Low,High
691,Uruguay,1970,0.6637,4107902.6,0.3019,6189.396715383457,Mid,Low,High
692,Uruguay,1971,0.6459,4019171.73,0.3852,6222.5913144449605,Mid,Low,High
693,Uruguay,1972,0.6278,3693184.2600000002,0.3331,5882.74014017203,Mid,Low,High
694,Uruguay,1973,0.6102,4135559.31,0.3207,6777.383333333333,Mid,Low,High
695,Uruguay,1974,0.5926,4406630.5,0.2061,7436.096017549781,Mid,Low,High
696,Uruguay,1975,0.5749,4582421.1899999995,0.2311,7970.814385110453,Mid,Low,High
697,Uruguay,1976,0.5569,5137705.02,0.3727,9225.543221404201,Mid,Low,High
698,Uruguay,1977,0.5396,4488153.08,0.3706,8317.555744996294,Mid,Low,High
699,Uruguay,1978,0.5229,4194571.26,0.2998,8021.746528973034,Mid,Low,High
700,Uruguay,1979,0.5063,4107383.12,0.4539,8112.548133517678,Mid,Low,High
701,Uruguay,1980,0.4906,4504253.58,0.4393,9181.112066856911,Mid,Low,High
702,Uruguay,1981,0.4831,4888555.33,0.4248,10119.137507762369,Mid,Low,High
703,Uruguay,1982,0.4753,4844391.6,0.4685,10192.28192720387,Mid,Low,Mid
704,Uruguay,1983,0.4677,4969695.98,0.3477,10625.819927303828,Mid,Low,Mid
705,Uruguay,1984,0.4601,4662885.37,0.406,10134.504173005867,Mid,Low,Mid
706,Uruguay,1985,0.4523,4721485.3,0.356,10438.835507406588,Mid,Low,Mid
707,Uruguay,1986,0.4442,4831108.96,0.2665,10875.976947321025,Mid,Low,Mid
708,Uruguay,1987,0.4364,4930005.8,0.3227,11296.988542621448,Mid,Low,Mid
709,Uruguay,1988,0.4286,5229004.77,0.6433,12200.1977834811,Mid,Low,Mid
710,Uruguay,1989,0.4203,5405880.97,0.511,12861.958053771115,Mid,Mid,Mid
711,Uruguay,1990,0.4126,5189275.6,0.5758,12577.013087736306,Mid,Mid,Mid
712,Uruguay,1991,0.4143,4877581.56,0.5897,11773.06676321506,Mid,Low,Mid
713,Uruguay,1992,0.416,5536533.7,0.6642,13308.975240384616,Mid,Mid,Mid
714,Uruguay,1993,0.4178,5146116.8,0.7079,12317.177596936332,Mid,Low,Mid
715,Uruguay,1994,0.4194,5185762.79,0.5205,12364.718144969003,Mid,Low,Mid
716,Uruguay,1995,0.4211,5637263.23,0.4373,13386.99413440988,Mid,Mid,Mid
717,Uruguay,1996,0.4224,6241452.53,0.9786,14776.166027462123,Mid,Mid,Mid
718,Uruguay,1997,0.424,6327085.24,0.9786,14922.370849056604,Mid,Mid,Mid
719,Uruguay,1998,0.4257,6356885.82,1.1139,14932.783227625088,Mid,Mid,Mid
720,Uruguay,1999,0.4276,6594464.44,0.8953,15422.040318054258,Mid,Mid,Mid
721,Uruguay,2000,0.4298,5862398.08,0.7546,13639.828013029315,Mid,Mid,Mid
722,Uruguay,2001,0.4299,5826390.7,1.1129,13552.897650616422,Mid,Mid,Mid
723,Uruguay,2002,0.4304,5883525.55,0.5413,13669.901370817843,Mid,Mid,Mid
724,Uruguay,2003,0.4311,6193682.26,1.3725,14367.159035026676,Mid,Mid,Mid
725,Uruguay,2004,0.4312,7154202.67,1.7582,16591.379104823747,Mid,Mid,Mid
726,Uruguay,2005,0.4316,7715731.01,1.5384,17877.04126506024,Mid,Mid,Mid
727,Uruguay,2006,0.4295,7981061.9,2.0085,18582.216298020958,Mid,Mid,Mid
728,Uruguay,2007,0.4533,8366722.4,1.9273,18457.362453121554,Mid,Mid,Mid
729,Uruguay,2008,0.5572,8508241.72,1.9277,15269.63697056712,Mid,Mid,High
730,Uruguay,2009,0.6656,9623974.67,2.1907,14459.096559495192,Mid,Mid,High
731,Uruguay,2010,0.6177,10602487.2,3.1539,17164.46041767848,Mid,Mid,High
732,Uruguay,2011,0.7113,10718874.39,2.9387,15069.414297764657,Mid,Mid,High
733,Uruguay,2012,0.6523,12392104.22,4.5192,18997.55361030201,Mid,Mid,High
734,Uruguay,2013,0.694,11696545.29,4.3351,16853.811657060516,Mid,Mid,High
735,Uruguay,2014,0.7298,12978271.86,3.6656,17783.326747053987,Mid,Mid,High
736,Uruguay,2015,0.7252,12195321.29,2.4034,16816.493781025925,Mid,Mid,High
737,Uruguay,2016,0.6636,11092824.5,3.2601,16716.130952380954,Mid,Mid,High
738,Uruguay,2017,0.6496,12104352.03,3.2375,18633.546844211825,Mid,Mid,High
739,Uruguay,2018,0.6393,9270641.24,3.3364,14501.237666197405,Mid,Mid,High
740,Uruguay,2019,0.6205,11962231.91,3.5855,19278.375358581787,Mid,Mid,High
741,Uruguay,2020,0.6017,11081459.07,4.2488,18416.91718464351,Mid,Mid,High
742,Uruguay,2021,0.6042,11921283.53,4.7517,19730.691046011252,Mid,Mid,High
744,Venezuela (Bolivarian Republic of),1961,0.4119,6967982.13,0.2082,16916.683976693374,Mid,Mid,Mid
745,Venezuela (Bolivarian Republic of),1962,0.3978,7241378.13,0.1458,18203.564932126697,Low,Mid,Mid
746,Venezuela (Bolivarian Republic of),1963,0.3843,7591630.09,0.3123,19754.436872235234,Mid,Mid,Mid
747,Venezuela (Bolivarian Republic of),1964,0.3718,8335130.34,0.354,22418.317213555674,Mid,Mid,Mid
748,Venezuela (Bolivarian Republic of),1965,0.3596,9180758.89,0.354,25530.475222469417,Mid,Mid,Mid
749,Venezuela (Bolivarian Republic of),1966,0.348,9672125.08,0.323,27793.46287356322,Mid,Mid,Mid
750,Venezuela (Bolivarian Republic of),1967,0.3381,10087377.02,0.3867,29835.483643892338,Mid,Mid,Mid
751,Venezuela (Bolivarian Republic of),1968,0.3278,9922831.5,0.5795,30270.992983526543,Mid,Mid,Mid
752,Venezuela (Bolivarian Republic of),1969,0.3179,10748794.88,0.4602,33811.874425920105,Mid,Mid,Mid
753,Venezuela (Bolivarian Republic of),1970,0.3085,11833932.84,0.5292,38359.587811993515,Mid,Mid,Mid
754,Venezuela (Bolivarian Republic of),1971,0.2995,12111449.85,0.6948,40438.897662771284,Mid,Mid,Mid
755,Venezuela (Bolivarian Republic of),1972,0.2873,12630236.7,0.7522,43961.84023668639,Mid,Mid,Mid
756,Venezuela (Bolivarian Republic of),1973,0.2809,12280904.32,0.8497,43719.844499822,Mid,Mid,Mid
757,Venezuela (Bolivarian Republic of),1974,0.2743,13300628.98,1.2074,48489.35100255196,Mid,Mid,Mid
758,Venezuela (Bolivarian Republic of),1975,0.2679,13282742.37,1.3497,49580.9718924972,Mid,Mid,Mid
759,Venezuela (Bolivarian Republic of),1976,0.2617,13593242.280000001,1.5475,51942.079786014525,Mid,Mid,Mid
760,Venezuela (Bolivarian Republic of),1977,0.2592,14138516.21,1.7251,54546.74463734569,Mid,Mid,Mid
761,Venezuela (Bolivarian Republic of),1978,0.2533,13668500.08,1.905,53961.705803395176,Mid,Mid,Mid
762,Venezuela (Bolivarian Republic of),1979,0.2468,14003122.99,2.0192,56738.747933549435,Mid,Mid,Mid
763,Venezuela (Bolivarian Republic of),1980,0.2413,14343236.08,2.3534,59441.50882718608,Mid,Mid,Mid
764,Venezuela (Bolivarian Republic of),1981,0.2264,13976854.43,1.4498,61735.22274734982,Mid,Mid,Mid
765,Venezuela (Bolivarian Republic of),1982,0.2215,14992098.18,1.4637,67684.41616252821,Mid,Mid,Mid
766,Venezuela (Bolivarian Republic of),1983,0.2108,14425375.66,1.5283,68431.57333965844,Mid,Mid,Mid
767,Venezuela (Bolivarian Republic of),1984,0.2059,14507284.45,2.5631,70457.91379310345,Mid,Mid,Mid
768,Venezuela (Bolivarian Republic of),1985,0.212,15916388.34,3.8311,75077.30349056603,Mid,Mid,Mid
769,Venezuela (Bolivarian Republic of),1986,0.2156,18523872.04,4.714,85917.77384044525,Mid,Mid,Mid
770,Venezuela (Bolivarian Republic of),1987,0.2106,19735109.97,5.7738,93708.9742165242,High,Mid,Mid
771,Venezuela (Bolivarian Republic of),1988,0.2053,20757949.74,6.2558,101110.3250852411,High,Mid,Mid
772,Venezuela (Bolivarian Republic of),1989,0.1873,19368619.6,5.0819,103409.60811532302,High,Mid,Mid
773,Venezuela (Bolivarian Republic of),1990,0.1828,17905268.95,4.2684,97950.04896061268,Mid,Mid,Mid
774,Venezuela (Bolivarian Republic of),1991,0.1786,18977222.34,4.2038,106255.44423292273,Mid,Mid,Low
775,Venezuela (Bolivarian Republic of),1992,0.1624,19595479.25,3.6021,120661.81804187193,Mid,Mid,Low
776,Venezuela (Bolivarian Republic of),1993,0.1588,19685084.3,2.9983,123961.4880352645,Mid,Mid,Low
777,Venezuela (Bolivarian Republic of),1994,0.1555,19017560.39,2.7901,122299.42372990356,Mid,Mid,Low
778,Venezuela (Bolivarian Republic of),1995,0.1527,18950066.0,3.498,124099.9738048461,Mid,Mid,Low
779,Venezuela (Bolivarian Republic of),1996,0.15,19700009.86,3.5605,131333.39906666667,Mid,Mid,Low
780,Venezuela (Bolivarian Republic of),1997,0.1474,20615135.68,3.5042,139858.45101763908,Mid,Mid,Low
781,Venezuela (Bolivarian Republic of),1998,0.1445,22427552.33,2.6776,155207.97460207614,Mid,Mid,Low
782,Venezuela (Bolivarian Republic of),1999,0.1416,22812823.02,2.2071,161107.50720338983,Mid,Mid,Low
783,Venezuela (Bolivarian Republic of),2000,0.139,24104664.810000002,3.6437,173414.85474820144,Mid,Mid,Low
784,Venezuela (Bolivarian Republic of),2001,0.1366,24541941.88,3.7687,179662.82489019033,Mid,Mid,Low
785,Venezuela (Bolivarian Republic of),2002,0.1341,23009693.89,3.9561,171586.08419090233,Mid,Mid,Low
786,Venezuela (Bolivarian Republic of),2003,0.128,24371836.92,3.9977,190404.9759375,Mid,Mid,Low
787,Venezuela (Bolivarian Republic of),2004,0.1277,24091375.06,4.2684,188656.03022709474,Mid,Mid,Low
788,Venezuela (Bolivarian Republic of),2005,0.1258,25907431.990000002,4.5807,205941.43076311608,Mid,High,Low
789,Venezuela (Bolivarian Republic of),2006,0.1238,26166524.37,3.7687,211361.263085622,Mid,High,Low
790,Venezuela (Bolivarian Republic of),2007,0.122,27230212.41,4.5963,223198.46237704917,Mid,High,Low
791,Venezuela (Bolivarian Republic of),2008,0.1217,26596187.68,6.4369,218538.92917009039,High,High,Low
792,Venezuela (Bolivarian Republic of),2009,0.1165,25508199.16,5.7754,218954.4992274678,High,High,Low
793,Venezuela (Bolivarian Republic of),2010,0.1149,24736651.49,6.1906,215288.5247171453,High,High,Low
794,Venezuela (Bolivarian Republic of),2011,0.1134,24909297.34,5.8342,219658.70670194004,High,High,Low
795,Venezuela (Bolivarian Republic of),2012,0.112,23978855.38,5.3187,214096.92303571425,High,High,Low
796,Venezuela (Bolivarian Republic of),2013,0.1106,24150240.27,5.0075,218356.6028028933,Mid,High,Low
797,Venezuela (Bolivarian Republic of),2014,0.1093,24060130.98,4.8858,220129.28618481246,Mid,High,Low
798,Venezuela (Bolivarian Republic of),2015,0.1081,22101732.02,4.88,204456.35541165585,Mid,Mid,Low
799,Venezuela (Bolivarian Republic of),2016,0.1073,18155151.37,4.7244,169199.9195712954,Mid,Mid,Low
800,Venezuela (Bolivarian Republic of),2017,0.108,17952661.86,4.6307,166228.35055555555,Mid,Mid,Low
801,Venezuela (Bolivarian Republic of),2018,0.1106,16194418.02,2.9629,146423.30940325497,Mid,Mid,Low
802,Venezuela (Bolivarian Republic of),2019,0.1139,15974778.03,2.3565,140252.66049165934,Mid,Mid,Low
803,Venezuela (Bolivarian Republic of),2020,0.1158,17505937.25,2.3219,151173.8968048359,Mid,Mid,Low
804,Venezuela (Bolivarian Republic of),2021,0.117,17225140.15,2.3949,147223.42008547008,Mid,Mid,Low
806,South America,1961,0.4748,254981786.34,3.771,537029.8785593935,Mid,High,Mid
807,South America,1962,0.4699,265552116.04999998,4.5479,565124.7415407533,Mid,High,Mid
808,South America,1963,0.4664,276894276.24,5.1631,593684.1257289881,High,High,Mid
809,South America,1964,0.4601,292052518.17,5.3263,634758.7875896544,High,High,Mid
810,South America,1965,0.4548,309216971.83,5.7161,679896.595932278,High,High,Mid
811,South America,1966,0.4527,311419821.4,5.2971,687916.5482659597,High,High,Mid
812,South America,1967,0.4486,320763821.96,7.3091,715033.0404814979,High,High,Mid
813,South America,1968,0.4491,321213759.03,8.3921,715238.8310621241,High,High,Mid
814,South America,1969,0.4421,327475869.43,8.7774,740728.0466636508,High,High,Mid
815,South America,1970,0.4358,342070689.45,11.6056,784925.8592244148,High,High,Mid
816,South America,1971,0.4331,351751040.75,12.3547,812170.4935349803,High,High,Mid
