ensembl_gene_id,occipital neocortex,primary motor-sensory cortex (samples),amygdaloid complex,medial ganglionic eminence,posterior (caudal) superior temporal cortex (area 22c),upper (rostral) rhombic lip,caudal ganglionic eminence,dorsal thalamus,anterior (rostral) cingulate (medial prefrontal) cortex,dorsolateral prefrontal cortex,orbital frontal cortex,lateral ganglionic eminence,"inferolateral temporal cortex (area TEv, area 20)",hippocampus (hippocampal formation),ventrolateral prefrontal cortex,parietal neocortex,geneID
ENSG00000088451,3.460312,2.781002,1.411692,2.39489,1.7362,1.08165,2.179749,1.780883,5.143887,4.456804,3.844189,1.978632,1.598748,3.462244,2.606641,2.592153,ENSG00000088451
ENSG00000088538,2.256939,5.877064,7.729667,3.051734,8.592715,10.321372,3.47506,5.063453,3.360153,1.865783,1.933168,6.549837,8.92973,3.007538,3.77469,4.73269,ENSG00000088538
ENSG00000088543,4.647905,3.856067,5.273593,4.080931,4.807386,6.719433,3.799915,5.938991,4.721952,4.871099,5.920097,5.035009,5.453328,5.060483,4.323958,4.099215,ENSG00000088543
ENSG00000088682,21.697967,19.056471,14.825462,19.953346,14.926782,14.69566,17.724073,11.422086,20.11417,20.788449,19.936006,19.152513,14.504965,21.017028,17.881987,19.238476,ENSG00000088682
ENSG00000088726,0.050241,0.040414,0.024479,0.055491,0.042012,0.011686,0.029634,0.011429,0.05001,0.10827,0.104324,0.010999,0.038203,0.126819,0.052024,0.0307,ENSG00000088726
ENSG00000088727,0.754317,0.694386,1.304077,0.953039,0.815042,1.954141,0.942004,0.989496,1.364851,0.880959,1.480298,1.151546,1.03948,1.661893,0.907337,0.667657,ENSG00000088727
ENSG00000088756,1.683514,1.384877,1.531171,1.312877,2.707942,1.397003,1.247125,1.757766,1.684037,1.620928,4.629285,1.088756,1.603696,2.573957,1.56236,1.453749,ENSG00000088756
ENSG00000088766,12.656953,7.93086,8.11617,9.628362,7.5089,5.937796,9.166604,7.292702,12.070217,14.328338,11.955129,7.836452,8.493026,13.130967,10.752595,8.65579,ENSG00000088766
ENSG00000088782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000088782
ENSG00000088808,0.730697,1.555522,2.239438,1.012474,1.946686,4.819501,0.880916,2.296836,0.756915,0.593935,0.692764,1.670713,2.403509,1.369433,0.880349,1.494257,ENSG00000088808
ENSG00000088812,8.108069,10.853547,10.942153,9.46033,12.450902,13.763091,9.90173,8.354135,7.08095,5.301197,6.011202,11.521014,13.549548,8.142732,7.966678,10.677614,ENSG00000088812
ENSG00000088826,6.140415,7.717318,11.525546,8.851662,7.811237,12.077828,8.954703,4.124991,6.802045,6.145588,10.633491,8.020295,7.575088,7.877667,7.119994,7.428437,ENSG00000088826
ENSG00000088827,0.082212,0.115718,0.077826,0.008503,0.248327,0.074959,0.008979,0.0,0.034249,0.037242,0.207388,0.005044,0.043357,0.096387,0.082621,0.089109,ENSG00000088827
ENSG00000088832,42.246972,36.984004,42.927874,34.577259,46.447547,28.218875,29.648153,29.45675,38.137584,45.015858,48.497887,31.382259,44.13253,38.129912,41.370904,32.749452,ENSG00000088832
ENSG00000088833,13.7242,11.853408,17.175164,16.638504,13.377661,15.482379,15.457856,17.67216,13.843013,13.987736,15.086148,14.851657,14.191155,14.28955,14.280168,12.307855,ENSG00000088833
ENSG00000088836,0.063216,0.119107,0.045427,0.035096,0.037829,0.106301,0.017688,0.041025,0.011373,0.036933,0.023206,0.010005,0.093434,0.066783,0.070186,0.071452,ENSG00000088836
ENSG00000088854,5.269931,7.802003,10.044126,8.366744,9.044304,11.644899,7.361449,10.575936,4.332408,4.742387,4.809053,10.637985,10.55412,4.880646,6.029752,7.047151,ENSG00000088854
ENSG00000088876,2.702777,3.306406,1.699406,1.847838,2.102356,2.235931,1.825814,1.253408,2.138259,1.644471,1.664365,2.029847,1.416398,2.217479,2.26106,2.691769,ENSG00000088876
ENSG00000088881,9.071989,11.328028,6.33952,11.288976,9.178132,7.308782,13.083053,8.62738,6.749674,9.387427,7.799362,13.592552,8.905345,8.581311,10.732592,10.848585,ENSG00000088881
ENSG00000088882,11.667091,11.740939,10.628063,13.38382,17.227802,13.821482,11.909339,18.591282,10.21314,10.451501,26.553684,14.678073,9.039219,21.078605,11.503773,12.050285,ENSG00000088882
ENSG00000088888,2.190218,5.863106,1.749852,2.761313,3.178295,2.783907,3.101502,0.915408,1.57044,1.167496,1.031132,4.213179,2.301545,2.297329,1.700336,3.725786,ENSG00000088888
ENSG00000088899,3.240259,3.404992,4.657067,3.085989,3.497999,9.793889,2.50333,3.351029,3.220178,2.720123,3.940282,4.331264,4.199307,3.432821,2.914967,3.266713,ENSG00000088899
ENSG00000088926,0.008479,0.008479,0.020544,0.0,0.043533,0.009942,0.0,0.009592,0.0,0.0,0.098404,0.009357,0.013694,0.0,0.008613,0.008706,ENSG00000088926
ENSG00000088930,53.724405,48.443464,44.573221,43.791579,42.632984,30.467343,42.088933,34.897462,49.451058,48.393826,39.357279,41.152421,40.682842,49.712036,45.26112,45.876006,ENSG00000088930
ENSG00000088970,2.360693,3.013877,1.817964,4.596683,2.404952,2.870773,2.649634,0.682425,1.79644,2.065831,1.919872,2.615502,1.668046,1.603148,2.027193,2.514492,ENSG00000088970
ENSG00000088986,73.542899,68.66988,70.885927,65.487607,73.813447,46.828178,59.796758,88.197885,77.734349,95.674636,83.084468,56.127303,69.110075,69.090506,82.66048,74.012559,ENSG00000088986
ENSG00000088992,0.999103,0.994722,1.71328,1.47151,1.315636,1.323684,1.323412,0.985155,1.08927,1.477565,2.5767,1.020536,1.048849,2.154177,1.654646,0.946174,ENSG00000088992
ENSG00000089006,8.207456,7.738909,4.599327,8.055748,5.262166,3.185297,8.298864,3.366039,8.679923,8.833826,8.882681,6.714348,4.548997,7.355236,7.423745,6.862824,ENSG00000089006
ENSG00000089009,48.856684,24.812802,42.551599,43.600072,31.086341,19.180336,34.950671,33.455798,37.582109,51.755601,48.257373,30.311068,35.266435,46.978811,35.854718,32.751388,ENSG00000089009
ENSG00000089012,0.0,0.016256,0.0,0.029829,0.0,0.0,0.031499,0.0,0.0,0.0,0.020804,0.0,0.0,0.0,0.018818,0.0,ENSG00000089012
ENSG00000089022,5.893328,6.542031,5.77947,5.78806,5.125635,5.818029,5.541491,4.34719,4.871372,6.256148,5.08685,6.033363,5.425966,4.980892,5.534783,6.350523,ENSG00000089022
ENSG00000089041,0.039884,0.040296,0.176946,0.184478,0.13373,0.275997,0.081135,0.022637,0.074797,0.013586,0.155583,0.066247,0.131325,0.739709,0.012792,0.088848,ENSG00000089041
ENSG00000089048,5.089569,7.531302,6.59517,5.98498,6.20121,4.8406,8.161954,6.333949,7.204284,6.511054,6.684815,6.277631,4.831082,6.884198,6.718561,6.165542,ENSG00000089048
ENSG00000089050,12.95561,9.905203,8.173021,11.410714,8.964147,6.300879,10.026501,6.42933,13.233102,11.173606,11.268212,9.679895,11.004444,13.467503,9.832865,10.598018,ENSG00000089050
ENSG00000089053,11.652208,9.445594,10.140649,9.967954,8.730892,6.435881,9.178671,6.543097,9.665712,11.460424,8.945616,8.373279,9.181655,8.612094,9.44482,9.253394,ENSG00000089053
ENSG00000089057,5.725537,7.822722,11.975271,7.41554,10.461423,14.968026,6.657789,6.639121,4.999393,4.060111,5.814436,9.308629,11.989639,6.219848,6.394548,7.275741,ENSG00000089057
ENSG00000089060,0.879439,0.907962,0.444111,0.388378,0.765906,0.732046,0.431317,0.227486,0.658847,0.545832,0.638705,0.366649,0.40912,1.453555,0.591009,0.869253,ENSG00000089060
ENSG00000089063,35.344076,24.119301,19.795133,33.014524,24.53278,18.213737,26.756723,33.03211,30.031384,34.471217,42.863138,28.106365,23.595236,42.339234,28.156712,23.828246,ENSG00000089063
ENSG00000089091,0.817528,1.182826,1.150126,1.033869,0.806054,1.753319,0.869987,1.163579,0.704316,0.722877,0.843241,1.415271,1.01812,0.86008,0.88926,0.888767,ENSG00000089091
ENSG00000089094,4.876997,7.156041,5.520527,6.051231,6.623216,6.524819,6.595039,3.657647,4.499639,4.257738,3.221714,6.388236,6.259768,4.279341,5.289493,6.452485,ENSG00000089094
ENSG00000089101,0.104173,0.060396,0.272312,0.20985,0.09336,0.330682,0.1106,0.303406,0.151422,0.053873,0.152394,0.224938,0.269822,0.353702,0.09016,0.075929,ENSG00000089101
ENSG00000089116,0.805577,0.517057,0.908244,0.403345,1.819031,46.263946,0.090482,0.168939,2.552101,0.718853,2.94184,0.746067,3.273197,5.009374,0.928568,0.56788,ENSG00000089116
ENSG00000089123,1.324048,1.962194,1.36771,1.151181,1.37214,1.436857,1.443763,0.814932,1.882773,1.742011,2.083659,1.537253,1.148724,1.91431,1.620831,1.683621,ENSG00000089123
ENSG00000089127,0.119717,0.108231,0.059563,0.061179,0.377485,0.205373,0.090542,0.0,0.149872,0.162402,0.822963,0.111495,0.137429,0.252323,0.167117,0.189185,ENSG00000089127
ENSG00000089154,14.343706,16.464319,11.460923,14.097237,13.285573,10.41771,15.493089,8.301377,12.024978,8.475029,6.071618,14.306095,10.809221,14.466284,10.106424,15.348801,ENSG00000089154
ENSG00000089157,282.061306,165.664807,245.525644,218.089235,144.436441,89.262471,201.421185,109.239526,278.191187,367.189708,275.029782,118.838813,149.759002,264.668121,192.088376,158.665939,ENSG00000089157
ENSG00000089159,5.845318,5.928144,4.336671,5.340906,7.124336,5.992007,5.537022,4.64504,4.862123,4.162705,6.850094,5.253829,4.539412,7.488778,4.886144,5.74287,ENSG00000089159
ENSG00000089163,1.76289,1.517904,3.291182,2.022288,2.306612,2.888833,1.525351,1.570446,1.806899,2.154383,1.372677,2.243006,2.85566,1.57283,1.560798,1.985149,ENSG00000089163
ENSG00000089169,0.034548,0.045986,0.614382,0.208605,0.310651,3.84864,0.05076,0.027327,0.164434,0.023521,0.250645,0.343084,1.001512,0.036427,0.049268,0.031773,ENSG00000089169
ENSG00000089177,0.961942,1.23184,0.636466,0.648441,1.002806,0.970141,0.709072,0.787043,0.864977,0.595475,0.881676,1.016895,0.759129,0.985602,0.784106,1.054264,ENSG00000089177
ENSG00000089195,5.294537,5.038512,4.271238,4.166684,4.317273,4.753428,4.210443,4.382259,5.232335,5.279098,4.470889,4.115506,4.185625,4.476891,4.467322,4.789956,ENSG00000089195
ENSG00000089199,4.938109,10.310447,18.044917,9.414968,16.611009,42.107833,9.934079,22.593914,5.899875,4.747516,6.867638,13.781268,22.116332,5.465566,9.565751,9.704789,ENSG00000089199
ENSG00000089220,186.434767,131.724178,195.243209,173.319729,162.296022,158.144561,150.838109,153.69833,153.342161,174.198165,163.965285,148.4792,178.969225,162.113821,155.975004,145.501988,ENSG00000089220
ENSG00000089225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033849,0.010364,0.022438,0.010718,0.0,0.0,0.0,0.0,0.0,ENSG00000089225
ENSG00000089234,8.159983,9.653328,8.668129,8.569674,9.513121,7.938551,8.996592,6.473161,7.860002,6.929771,6.058187,9.087043,8.169495,8.413132,7.451765,9.287192,ENSG00000089234
ENSG00000089248,24.004003,21.374468,27.233298,22.123302,24.317291,37.596838,23.435633,29.184111,31.861466,31.773844,37.452541,19.784058,20.765733,28.591165,24.651519,23.303454,ENSG00000089248
ENSG00000089250,0.002738,0.008328,0.251796,0.122006,0.263249,0.737009,0.019734,0.142286,0.030915,0.003718,0.127791,0.158808,0.511046,0.299633,0.038991,0.016869,ENSG00000089250
ENSG00000089280,189.205961,177.169193,187.443826,196.528414,157.497716,187.726915,215.385087,244.303799,266.725082,222.407919,166.062377,202.674695,143.488057,185.833767,189.206293,206.278346,ENSG00000089280
ENSG00000089289,39.513608,32.377354,51.043181,42.504708,41.754209,36.973799,37.722478,29.365191,35.141543,45.118188,39.075202,27.885536,39.860596,31.710903,39.487674,33.369741,ENSG00000089289
ENSG00000089327,1.363302,0.866178,0.979822,0.699319,1.587047,0.971463,0.495383,0.360213,0.734992,1.178903,1.991249,0.709484,0.640328,1.762901,1.223217,0.955836,ENSG00000089327
ENSG00000089335,10.106073,8.937198,8.085939,9.367047,9.381288,5.465713,10.012081,7.442975,10.328015,11.627116,11.168711,9.224683,9.113003,9.122424,11.126846,8.289098,ENSG00000089335
ENSG00000089336,4.617832,5.325607,2.777834,4.324387,3.303552,3.011855,4.857447,2.740912,5.144564,4.04692,3.015064,4.770324,2.711361,4.286491,3.64685,4.584558,ENSG00000089336
ENSG00000089351,20.703119,24.875371,36.153846,29.653969,32.191,50.067525,29.338644,29.164485,20.340755,21.370543,20.053958,30.606111,31.828308,22.378848,24.262853,25.265128,ENSG00000089351
ENSG00000089356,0.0,0.01546,0.0,0.042747,0.000656,0.0,0.0,0.09997,0.018869,0.020993,0.396509,0.0,0.0,0.097577,0.0,0.015659,ENSG00000089356
ENSG00000089472,0.967593,1.058046,1.395996,0.660643,2.218822,5.332647,1.102814,2.458401,1.653189,1.189928,4.919291,1.039504,2.139373,4.779128,1.168291,1.026547,ENSG00000089472
ENSG00000089486,22.005848,22.975154,22.794976,18.042099,23.725881,24.620289,21.353452,19.640312,21.174353,22.19262,18.406637,21.922089,23.607671,22.36863,22.932196,24.086661,ENSG00000089486
ENSG00000089505,2.380726,2.518013,2.371419,1.847491,2.582782,3.255118,1.869853,2.277124,2.251914,2.400286,2.25103,2.07501,2.54658,2.3124,2.120019,2.07359,ENSG00000089505
ENSG00000089558,0.036678,0.04271,0.174111,0.057625,0.047728,0.270676,0.035172,0.072474,0.0471,0.0,0.0,0.198145,0.103669,0.028874,0.059424,0.028246,ENSG00000089558
ENSG00000089597,57.662486,49.898561,52.167657,57.951462,51.883582,40.320799,55.920203,51.342928,52.784607,47.726381,48.614611,48.523425,50.207908,68.569766,44.448914,53.688032,ENSG00000089597
ENSG00000089639,8.808349,10.206695,8.156005,5.654209,12.298689,12.832618,9.018409,14.461567,5.077765,6.611325,4.743663,7.800628,10.182182,6.361323,9.286259,11.983319,ENSG00000089639
ENSG00000089682,0.656725,1.485769,0.735744,0.707651,0.995958,1.193935,0.818733,0.495364,0.975303,0.60001,0.609345,1.221225,0.794792,0.766396,0.742147,1.042768,ENSG00000089682
ENSG00000089685,71.762326,41.541967,35.526021,72.350212,29.072093,9.896418,67.444028,43.060258,71.448343,83.513135,50.830427,50.314092,27.774653,53.866608,52.778436,46.791562,ENSG00000089685
ENSG00000089692,0.185644,0.117242,0.042881,0.207736,0.08625,0.285383,0.149993,0.172227,0.092198,0.127453,0.030544,0.199957,0.077561,0.235323,0.09134,0.214141,ENSG00000089692
ENSG00000089693,45.807817,41.143306,46.370198,45.020082,45.30565,53.904371,45.729696,42.663475,43.47606,44.361044,44.547795,46.952552,46.538083,41.655425,47.257139,43.538725,ENSG00000089693
ENSG00000089723,4.807224,2.886261,4.235925,2.938674,4.049763,3.606611,3.351262,4.580004,2.929381,3.375731,3.413254,2.774874,5.144242,3.765434,2.592809,3.724284,ENSG00000089723
ENSG00000089737,25.508379,28.214512,39.151195,29.700474,33.396643,32.790484,30.873336,26.427439,19.445419,17.563316,17.404698,29.092605,35.979574,22.425159,24.510485,28.756452,ENSG00000089737
ENSG00000089775,3.988011,3.779624,3.158076,3.846531,3.088542,1.91738,3.975982,2.08026,3.735262,3.36749,2.690461,3.133221,2.990627,3.3393,2.839551,3.870338,ENSG00000089775
ENSG00000089818,15.993637,16.082352,36.463667,15.451834,25.446927,22.212365,13.726863,15.307364,14.990899,18.401084,20.740821,17.66202,36.485984,9.391282,18.894831,15.80242,ENSG00000089818
ENSG00000089820,4.857032,3.929827,4.440113,4.160296,4.509968,5.204544,4.092313,3.445613,4.251174,5.022739,4.742818,3.807944,3.965658,4.43565,4.444376,4.149052,ENSG00000089820
ENSG00000089847,0.016722,0.219003,0.446509,0.352783,0.348397,1.533847,0.181216,0.404297,0.209208,0.197618,0.248165,0.478554,0.20481,0.096376,0.064728,0.157547,ENSG00000089847
ENSG00000089876,10.332412,7.176414,5.563852,7.224485,4.797003,5.236415,6.865922,6.980636,8.98379,8.24695,7.835252,6.434729,6.459315,11.163395,6.099972,6.690532,ENSG00000089876
ENSG00000089902,8.670292,10.822678,7.348131,9.303834,8.224784,5.462899,9.400661,5.239223,7.453444,6.155389,5.565231,8.942748,7.915411,7.952671,7.796567,10.232692,ENSG00000089902
ENSG00000089916,2.098633,2.27714,2.265124,1.975858,2.247673,1.794453,2.238651,1.414687,1.928734,1.77196,1.630763,2.176715,2.241546,1.883594,2.111358,2.258975,ENSG00000089916
ENSG00000090006,10.656294,14.252829,6.313152,8.083953,9.482165,11.47566,10.218518,6.610512,9.071376,5.07951,4.835894,10.340477,6.945786,16.073416,5.940672,13.998967,ENSG00000090006
ENSG00000090013,11.232797,8.286538,6.408889,7.85801,12.710898,8.395397,5.450982,5.145715,15.874694,17.776714,59.257934,5.311264,5.512997,22.119684,10.996,9.609247,ENSG00000090013
ENSG00000090020,1.478894,2.379963,1.842227,2.188937,2.521241,3.907414,2.037408,1.670868,1.239743,0.750754,1.045206,2.169148,2.057004,2.081644,1.26356,2.364772,ENSG00000090020
ENSG00000090054,13.796046,9.991814,7.126438,12.122297,9.666583,5.874651,10.403024,8.293565,13.989015,13.887148,14.362136,9.513214,9.056083,13.735289,11.842395,10.838631,ENSG00000090054
ENSG00000090060,23.184302,21.005887,13.53526,20.29466,16.505792,10.249465,20.22197,16.393077,23.249049,23.271827,17.234463,18.67941,17.319367,18.97985,20.373085,19.806374,ENSG00000090060
ENSG00000090061,6.668984,9.676619,5.701359,8.531789,8.130549,8.05525,9.346628,7.32796,7.82155,5.699394,4.891816,9.46927,6.093544,8.216207,7.276554,8.841643,ENSG00000090061
ENSG00000090097,25.919581,26.907834,37.951938,34.299916,26.92282,41.010547,32.942978,76.265539,24.067256,33.264372,30.37444,32.755981,29.312008,35.632366,29.273078,25.05693,ENSG00000090097
ENSG00000090104,0.054344,0.134819,0.039878,0.155472,0.136731,0.21689,0.202652,0.073808,0.095702,0.103595,0.268257,0.095891,0.051688,0.195189,0.028251,0.078181,ENSG00000090104
ENSG00000090238,16.349857,18.727454,21.924348,17.332187,22.655863,45.606465,18.766707,16.731201,15.811912,15.748845,18.719107,20.90045,19.088779,16.003647,17.267757,17.840595,ENSG00000090238
ENSG00000090263,12.783534,8.494755,11.267445,11.561082,8.491324,8.956514,10.266085,10.826312,14.708256,15.046702,17.626113,9.322209,9.228177,13.043921,11.764711,9.419106,ENSG00000090263
ENSG00000090266,24.92768,15.610599,17.842989,17.338011,14.971944,14.535735,15.121905,14.796249,23.920288,28.876209,25.553552,14.002445,15.809242,20.497748,21.045238,18.096882,ENSG00000090266
ENSG00000090273,33.458092,31.419923,31.440398,27.937938,28.462971,29.156921,29.900127,28.812352,44.323424,39.118027,31.417541,28.340988,24.190498,35.253949,34.896185,32.041545,ENSG00000090273
ENSG00000090316,5.738107,5.435344,5.568597,6.443976,5.556133,7.24409,5.552991,7.716447,4.776224,5.327006,5.525699,6.377283,5.39339,6.466548,5.373116,5.950384,ENSG00000090316
ENSG00000090339,0.698621,0.663665,0.469906,0.257824,1.195122,0.436768,0.22833,0.075385,0.430584,0.587767,0.848731,0.146909,0.421104,0.951032,0.459464,0.701784,ENSG00000090339
ENSG00000090372,36.537336,45.583528,55.393877,43.099044,52.90319,74.990595,45.618039,58.219575,34.355049,33.78963,33.514419,55.284934,53.556557,37.840956,41.645896,45.085088,ENSG00000090372
ENSG00000090376,0.302615,0.256929,0.249322,0.351594,0.215023,0.25762,0.329198,0.158962,0.271225,0.229793,0.430223,0.298031,0.293616,0.470977,0.126089,0.192321,ENSG00000090376
ENSG00000090382,0.957642,0.310173,0.247893,0.436367,0.617947,0.23895,0.02007,0.345509,1.097435,2.430641,4.648998,0.201432,0.096654,1.418501,0.978882,0.50243,ENSG00000090382
ENSG00000090402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006607,0.0,0.007716,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000090402
ENSG00000090432,16.756191,11.745548,14.245455,12.67522,13.339975,12.027419,11.33466,13.159109,14.797622,15.155938,16.443073,11.920916,13.474513,16.923779,13.86393,13.365707,ENSG00000090432
ENSG00000090447,13.716027,11.875412,8.192253,10.699746,9.393272,7.462832,14.176412,8.701969,14.268231,8.597618,7.046585,9.599893,7.284286,13.888681,9.496767,11.197093,ENSG00000090447
ENSG00000090470,11.872049,11.391499,9.513694,11.256652,9.28705,7.992323,11.526082,9.930333,12.727647,10.149592,9.276397,11.249082,8.562894,13.230693,9.68378,10.513418,ENSG00000090470
ENSG00000090487,19.572819,16.119319,18.232427,21.315377,16.667556,15.286925,17.25041,19.131833,17.794803,22.978166,22.926486,17.521012,16.579897,21.757767,19.245077,15.80067,ENSG00000090487
ENSG00000090512,0.0,0.0,0.043372,0.098773,0.018609,0.0,0.0,0.06007,0.0,0.024144,0.022754,0.019621,0.067232,0.0,0.0,0.0,ENSG00000090512
ENSG00000090520,12.966674,10.539667,10.992419,9.458433,11.120456,13.08155,10.001208,14.014194,14.588973,15.402121,18.393473,10.205632,10.071974,13.475186,15.137251,11.082274,ENSG00000090520
ENSG00000090530,0.811715,0.731442,0.699478,0.315351,1.027101,0.682494,0.909811,0.116003,1.154334,0.520661,1.209209,0.479659,0.818476,2.120374,0.778854,0.97344,ENSG00000090530
ENSG00000090534,0.075226,0.151752,0.022939,0.028839,0.078739,0.131713,0.055414,0.254737,0.034114,0.050732,0.0,0.041509,0.071116,0.019829,0.024376,0.019311,ENSG00000090534
ENSG00000090539,0.362588,0.475387,0.25663,0.165988,0.571627,1.527667,0.234188,0.5847,0.142728,0.125219,0.562351,0.328595,0.350641,0.502345,0.182281,0.43888,ENSG00000090539
ENSG00000090554,0.130367,0.146098,0.159553,0.13569,0.558811,0.367591,0.032228,0.443958,0.121824,0.043957,0.212279,0.180082,0.270037,0.350186,0.159202,0.239493,ENSG00000090554
ENSG00000090565,8.512067,14.488931,9.46414,9.825624,10.890379,17.824366,10.549474,8.690553,9.122914,7.649739,7.471242,14.584097,9.439007,8.544281,8.938594,11.636624,ENSG00000090565
ENSG00000090581,5.277173,5.19129,4.513693,4.177124,5.143801,8.192635,4.932024,4.159015,5.183586,6.04438,8.667899,4.52369,4.402222,5.722645,5.188655,4.714364,ENSG00000090581
ENSG00000090612,9.085709,7.086554,5.445252,6.202375,6.335673,4.155136,6.18437,5.733589,7.848199,8.154956,6.671885,5.818394,6.889532,8.509139,6.938032,6.878754,ENSG00000090612
ENSG00000090615,2.13455,7.387349,3.801819,3.875524,5.603223,9.007073,4.403611,2.644621,1.807804,1.184562,1.534762,6.931411,4.192048,2.435347,2.578597,4.889879,ENSG00000090615
ENSG00000090621,14.268882,17.292447,14.412009,15.996506,15.348677,17.121747,14.837357,14.645915,15.313777,11.455219,12.710012,16.590872,14.151486,17.064427,12.796502,14.543713,ENSG00000090621
ENSG00000090659,0.083109,0.050552,0.020274,0.00773,0.104388,0.038979,0.032651,0.009402,0.072982,0.011133,0.064548,0.018344,0.02365,0.052577,0.075404,0.05962,ENSG00000090659
ENSG00000090661,9.50988,7.855707,6.284498,4.609161,8.997869,6.77419,5.739152,5.911381,7.192358,8.928667,7.590415,5.695019,7.046798,7.984857,7.395897,9.544414,ENSG00000090661
ENSG00000090674,7.306279,5.974873,11.516556,5.992811,10.455027,16.857187,6.386553,9.528065,5.749786,6.275743,7.036913,7.021352,12.592183,5.887797,7.86271,7.313794,ENSG00000090674
ENSG00000090686,6.09875,7.995566,6.708257,7.017143,7.060752,6.774448,7.329217,5.702279,6.442277,5.445585,6.541736,8.885123,5.80239,6.471318,6.338864,6.888337,ENSG00000090686
ENSG00000090776,111.183942,88.196917,34.343679,52.388635,56.386929,24.804803,68.126226,14.567346,115.722143,119.939915,91.681571,77.827599,43.231306,54.406792,96.021653,98.013296,ENSG00000090776
ENSG00000090857,3.349964,5.445711,2.424253,3.008882,3.898767,2.197781,3.361731,1.336004,2.900871,2.010059,1.949625,3.881362,2.972661,3.416768,2.38424,4.741915,ENSG00000090857
ENSG00000090861,38.584365,39.722364,47.05126,47.280161,43.478319,42.140706,46.37617,46.705581,41.2303,31.05775,33.955047,44.993527,42.461419,44.464067,38.037735,42.507532,ENSG00000090861
ENSG00000090863,15.027854,23.460746,19.609158,18.947588,25.77834,25.461598,20.025359,16.238789,12.882231,8.976646,13.21852,21.01599,21.93951,18.039428,14.12712,21.339149,ENSG00000090863
ENSG00000090889,13.913304,13.819007,8.660983,18.922182,8.333855,2.379825,18.689308,8.307942,14.101717,10.25938,7.333671,14.755165,7.123078,12.549418,9.920267,12.291719,ENSG00000090889
ENSG00000090905,3.636779,9.284425,3.163011,4.565919,5.712656,6.493126,4.890894,2.480051,3.801894,2.259795,2.07291,6.833061,4.744137,3.625198,3.801063,7.072022,ENSG00000090905
ENSG00000090920,0.392559,0.400166,0.048074,0.063144,0.233554,0.090127,0.096923,0.089413,0.203481,0.142887,0.059849,0.092011,0.126228,0.377114,0.178798,0.447428,ENSG00000090920
ENSG00000090924,3.315601,7.753469,5.631951,6.140925,6.562516,8.779624,6.669609,3.455889,2.318922,2.018029,1.504104,7.855413,5.143135,3.531164,3.028878,6.586119,ENSG00000090924
ENSG00000090932,39.134245,40.680317,25.980544,59.682637,29.069769,21.573315,47.236136,24.291642,19.388583,37.292918,14.911321,32.007232,23.53027,16.739389,42.116161,43.536566,ENSG00000090932
ENSG00000090971,27.393154,17.907123,29.792226,22.567456,20.163373,42.158133,21.444492,43.025098,31.371684,32.807967,33.287812,24.958217,25.108064,28.907901,21.247303,24.093833,ENSG00000090971
ENSG00000090975,0.460394,1.023017,0.649288,0.407826,1.237871,1.619486,0.45688,0.513459,0.426396,0.377872,0.329605,0.891911,1.118299,0.754033,0.44674,0.983461,ENSG00000090975
ENSG00000090989,8.140464,8.643034,8.159342,9.623857,9.182395,8.27073,8.510794,8.929746,7.336251,8.041126,7.519536,9.695101,9.372541,7.672096,8.699215,7.844487,ENSG00000090989
ENSG00000091009,11.690795,11.417362,8.679698,11.768529,9.813925,5.97928,11.516776,9.335967,11.257343,8.763314,8.272697,10.055305,9.902976,11.58384,10.280383,10.067849,ENSG00000091009
ENSG00000091010,0.0,0.089456,0.0,0.028381,0.0,0.244159,0.059938,0.0,0.076557,0.165743,0.102176,0.067347,0.028944,0.022173,0.079098,0.0,ENSG00000091010
ENSG00000091039,21.966997,18.807963,13.60811,17.92481,19.173284,9.537961,19.217788,14.973463,20.553585,19.63743,16.569329,16.340362,20.658097,17.837219,24.684802,18.675752,ENSG00000091039
ENSG00000091073,0.842619,0.74814,0.551633,0.653839,0.671399,0.857117,0.813514,0.582951,0.724319,0.766375,0.838065,0.934167,0.614096,0.925453,0.722675,0.98835,ENSG00000091073
ENSG00000091106,0.086787,0.080628,0.067184,0.161193,0.119807,0.133896,0.092101,0.129947,0.096234,0.129529,0.150067,0.107934,0.051356,0.095473,0.141915,0.132566,ENSG00000091106
ENSG00000091127,4.255638,6.412619,2.296075,3.847735,4.59226,1.3017,5.171317,1.812222,3.8519,3.788146,3.767203,6.64364,2.748974,2.727101,5.097623,5.130409,ENSG00000091127
ENSG00000091128,0.0,0.015508,0.01334,0.0047,0.016084,0.017937,0.0,0.0,0.0,0.022654,0.026582,0.02116,0.0,0.01613,0.013278,0.015708,ENSG00000091128
ENSG00000091129,16.142873,28.61802,17.081721,10.325766,35.672686,21.899151,12.227504,10.463374,17.836541,14.759475,13.6859,21.161021,30.265183,10.456254,24.938982,27.052783,ENSG00000091129
ENSG00000091136,4.520074,6.884815,5.163762,2.529844,10.673677,5.384963,2.738385,1.470946,2.723806,3.202857,11.758557,2.738379,3.759129,10.436681,3.968774,6.266846,ENSG00000091136
